slice,B_Area4
11,0.000062
11,0.000185
11,0.04011
11,0.1003
11,0.3023
11,0.01433
11,0.01384
11,0.000062
11,0.008243
11,0.3274
11,0.005352
11,0.02171
11,0.000615
11,0.000123
11,0.000062
11,0.02042
11,0.000123
11,0.01021
11,0.000062
11,0.1155
11,0.000246
11,0.000738
11,0.000123
11,0.000062
11,0.000062
11,0.000062
11,0.000062
11,0.000062
12,0.7572
12,0.001845
12,0.5522
12,0.01722
12,0.5468
12,0.000431
12,0.08335
12,0.0008
12,0.000246
12,0.000492
12,0.01821
12,0.000431
12,0.08237
12,0.303
12,0.02713
12,0.008428
12,0.000185
12,0.3266
12,0.000492
12,0.01249
12,0.000123
12,0.01981
12,0.1094
12,0.000738
12,0.000369
12,0.005229
12,0.000185
12,0.000185
12,0.000062
12,0.000062
12,0.000062
13,0.000123
13,0.000062
13,0.4548
13,0.6386
13,0.009412
13,0.5754
13,0.1565
13,0.000369
13,0.003137
13,0.1126
13,0.000492
13,0.000308
13,0.001722
13,0.000062
13,0.1074
13,0.4642
13,0.02467
13,0.003814
13,0.2862
13,0.000492
13,0.000062
13,0.000062
13,0.002584
13,0.000062
13,0.004552
13,0.000062
13,0.000185
13,0.000554
13,0.01606
13,0.000246
13,0.000062
13,0.000062
13,0.000062
13,0.000185
13,0.000062
13,0.000185
13,0.000123
14,0.000123
14,0.000062
14,0.3816
14,0.000369
14,0.7075
14,0.000246
14,0.002891
14,0.000123
14,0.5768
14,0.07622
14,0.000369
14,0.005167
14,0.001968
14,0.000308
14,0.1414
14,0.000062
14,0.000062
14,0.002092
14,0.1079
14,0.4627
14,0.02602
14,0.0008
14,0.005967
14,0.03912
14,0.000185
14,0.009473
14,0.1059
14,0.000554
14,0.000123
14,0.000062
14,0.000185
14,0.007566
14,0.01286
14,0.00123
14,0.000123
14,0.000185
14,0.000308
14,0.000554
14,0.000062
14,0.01532
14,0.0008
14,0.000123
14,0.000062
15,0.000123
15,0.000123
15,0.7515
15,0.694
15,0.04355
15,0.001107
15,0.000185
15,0.000062
15,0.006459
15,0.02534
15,0.1597
